A,0000011100000
A,0000011100000
A,0000110110000
A,0000110110000
A,0000110110000
A,0001100011000
A,0001100011000
A,0011000001100
A,0011111111100
A,0011111111100
A,0110000000110
A,0110000000110
A,1100000000011
A,1100000000011
C,00011111000
C,00111111110
C,01110000111
C,01100000011
C,11000000000
C,11000000000
C,11000000000
C,11000000000
C,11000000000
C,11000000000
C,01100000011
C,01110000111
C,00111111110
C,00011111000
E,11111111111
E,11111111111
E,11000000000
E,11000000000
E,11000000000
E,11000000000
E,11111111110
E,11111111110
E,11000000000
E,11000000000
E,11000000000
E,11000000000
E,11111111111
E,11111111111
H,110000000011
H,110000000011
H,110000000011
H,110000000011
H,110000000011
H,110000000011
H,111111111111
H,111111111111
H,110000000011
H,110000000011
H,110000000011
H,110000000011
H,110000000011
H,110000000011
L,110000000
L,110000000
L,110000000
L,110000000
L,110000000
L,110000000
L,110000000
L,110000000
L,110000000
L,110000000
L,110000000
L,110000000
L,111111111
L,111111111
.,00
.,00
.,00
.,00
.,00
.,00
.,00
.,00
.,00
.,00
.,00
.,00
.,11
.,11
1,00011000
1,00111000
1,11111000
1,11111000
1,00011000
1,00011000
1,00011000
1,00011000
1,00011000
1,00011000
1,00011000
1,00011000
1,00011000
1,00011000
0,00111100
0,01111110
0,01100110
0,11000011
0,11000011
0,11000011
0,11000011
0,11000011
0,11000011
0,11000011
0,11000011
0,01100110
0,01111110
0,00111100
3,00111100
3,01111110
3,11100111
3,11000011
3,00000011
3,00000110
3,00011100
3,00011110
3,00000111
3,00000011
3,11000011
3,11100111
3,01111110
3,00111100
2,00111100
2,01111110
2,11100111
2,11000011
2,00000011
2,00000011
2,00000110
2,00000110
2,00001100
2,00011000
2,00110000
2,01100000
2,11111111
2,11111111
5,01111110
5,01111110
5,01100000
5,01100000
5,11000000
5,11111100
5,11111110
5,11000111
5,00000011
5,00000011
5,11000011
5,11100111
5,01111110
5,00111100
4,000001100
4,000001100
4,000011100
4,000111100
4,000111100
4,001101100
4,001101100
4,011001100
4,110001100
4,111111111
4,111111111
4,000001100
4,000001100
4,000001100
7,11111111
7,11111111
7,00000011
7,00000110
7,00000110
7,00000110
7,00001100
7,00001100
7,00001100
7,00011000
7,00011000
7,00011000
7,00111000
7,00110000
6,00111100
6,01111110
6,01100011
6,11100000
6,11000000
6,11011100
6,11111110
6,11100111
6,11000011
6,11000011
6,11000011
6,01100111
6,01111110
6,00111100
9,00111100
9,01111110
9,11100110
9,11000011
9,11000011
9,11000011
9,11100111
9,01111111
9,00111011
9,00000011
9,00000111
9,11000110
9,01111110
9,00111100
8,00111100
8,01111110
8,11000011
8,11000011
8,11000011
8,01100110
8,00111100
8,00111100
8,01100110
8,11000011
8,11000011
8,11100111
8,01111110
8,00111100
N,110000000011
N,111000000011
N,111100000011
N,110110000011
N,110110000011
N,110011000011
N,110001100011
N,110001100011
N,110000110011
N,110000011011
N,110000011011
N,110000001111
N,110000000111
N,110000000011
|,00
|,00
|,00
|,00
|,00
|,00
|,00
|,00
|,00
|,00
|,00
|,00
|,00
|,00
